person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,income_per_emp_year,rate_tier,risk_score,risk_tier
26,130000,MORTGAGE,5.0,EDUCATION,D,35000,18.25,0,0.27,N,3,0.269,21667.0,Very High (>16%),28,Low Risk
26,84000,RENT,7.0,DEBTCONSOLIDATION,D,15000,16.0,1,0.18,Y,2,0.179,10500.0,High (12-16%),40,Medium Risk
23,108366,RENT,7.0,HOMEIMPROVEMENT,F,35000,20.25,1,0.32,N,2,0.323,13546.0,Very High (>16%),47,Medium Risk
22,64000,RENT,5.0,DEBTCONSOLIDATION,A,6600,8.9,0,0.1,N,4,0.103,10667.0,Medium (8-12%),0,
23,40000,RENT,7.0,VENTURE,B,10000,10.36,0,0.25,N,3,0.25,5000.0,Medium (8-12%),13,Low Risk
25,63128,RENT,4.0,VENTURE,A,1500,7.49,0,0.02,N,2,0.024,12626.0,Low (<8%),5,Low Risk
26,48000,RENT,1.0,EDUCATION,E,15000,18.64,1,0.31,N,3,0.312,24000.0,Very High (>16%),53,Medium Risk
25,56000,MORTGAGE,4.0,PERSONAL,A,5000,5.42,0,0.09,N,4,0.089,11200.0,Low (<8%),5,Low Risk
25,100000,MORTGAGE,9.0,PERSONAL,B,17600,10.59,0,0.18,N,3,0.176,10000.0,Medium (8-12%),5,Low Risk
26,80000,MORTGAGE,0.0,VENTURE,A,6300,5.79,0,0.08,N,4,0.079,80000.0,Low (<8%),10,Low Risk
24,425000,MORTGAGE,8.0,EDUCATION,A,10000,7.88,0,0.02,N,3,0.024,47222.0,Low (<8%),0,
24,55680,MORTGAGE,4.0,PERSONAL,B,7875,10.65,0,0.14,N,3,0.141,11136.0,Medium (8-12%),10,Low Risk
24,140300,MORTGAGE,6.0,MEDICAL,B,6000,11.14,0,0.04,N,3,0.043,20043.0,Medium (8-12%),5,Low Risk
22,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5250,7.49,0,0.15,N,2,0.146,9000.0,Low (<8%),5,Low Risk
25,34000,RENT,10.0,DEBTCONSOLIDATION,B,20000,8.88,1,0.59,N,2,0.588,3091.0,Medium (8-12%),30,Low Risk
25,79404,OTHER,0.0,VENTURE,D,20000,15.05,0,0.25,N,3,0.252,79404.0,High (12-16%),38,Medium Risk
25,69000,RENT,3.0,DEBTCONSOLIDATION,D,10000,14.09,1,0.14,Y,2,0.145,17250.0,High (12-16%),45,Medium Risk
21,30000,RENT,2.0,MEDICAL,D,5000,14.96,1,0.17,Y,4,0.167,10000.0,High (12-16%),45,Medium Risk
22,60000,RENT,0.0,EDUCATION,A,6025,7.49,0,0.1,N,4,0.1,60000.0,Low (<8%),10,Low Risk
24,29232,MORTGAGE,1.0,VENTURE,B,11000,11.71,0,0.38,N,2,0.376,14616.0,Medium (8-12%),30,Low Risk
23,37500,RENT,0.0,PERSONAL,A,1800,8.94,0,0.05,N,2,0.048,37500.0,Medium (8-12%),10,Low Risk
22,59000,RENT,2.0,DEBTCONSOLIDATION,B,11000,10.74,0,0.19,N,3,0.186,19667.0,Medium (8-12%),10,Low Risk
23,32388,MORTGAGE,0.0,VENTURE,B,6000,10.71,0,0.19,N,4,0.185,32388.0,Medium (8-12%),15,Low Risk
23,48000,RENT,1.0,VENTURE,C,10000,12.84,0,0.21,Y,3,0.208,24000.0,High (12-16%),50,Medium Risk
22,36600,MORTGAGE,2.0,VENTURE,A,9950,7.29,0,0.27,N,3,0.272,12200.0,Low (<8%),13,Low Risk
25,45000,MORTGAGE,5.0,EDUCATION,B,3800,10.65,0,0.08,N,3,0.084,7500.0,Medium (8-12%),5,Low Risk
23,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7000,8.59,0,0.07,N,4,0.07,100000.0,Medium (8-12%),10,Low Risk
25,29000,RENT,2.0,MEDICAL,C,2500,12.84,1,0.09,Y,4,0.086,9667.0,High (12-16%),37,Medium Risk
22,12000,RENT,0.0,MEDICAL,A,6700,7.66,1,0.56,N,4,0.558,12000.0,Low (<8%),35,Medium Risk
26,70000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.45,0,0.14,N,3,0.143,23333.0,Medium (8-12%),10,Low Risk
22,70800,RENT,6.0,EDUCATION,C,10000,12.61,0,0.14,N,2,0.141,10114.0,High (12-16%),12,Low Risk
24,30000,RENT,2.0,MEDICAL,A,3000,6.03,0,0.1,N,4,0.1,10000.0,Low (<8%),5,Low Risk
26,24500,RENT,4.0,EDUCATION,B,8875,10.0,1,0.36,N,3,0.362,4900.0,Medium (8-12%),25,Low Risk
23,40000,RENT,5.0,DEBTCONSOLIDATION,B,2000,11.71,0,0.05,N,4,0.05,6667.0,Medium (8-12%),5,Low Risk
25,174000,MORTGAGE,2.0,EDUCATION,C,8800,14.27,0,0.05,N,4,0.051,58000.0,High (12-16%),17,Low Risk
26,72600,MORTGAGE,3.0,VENTURE,A,4500,7.74,0,0.06,N,3,0.062,18150.0,Low (<8%),5,Low Risk
26,75000,RENT,5.0,PERSONAL,A,20000,6.91,0,0.27,N,2,0.267,12500.0,Low (<8%),8,Low Risk
25,42000,RENT,2.0,VENTURE,B,2000,9.25,0,0.05,N,3,0.048,14000.0,Medium (8-12%),10,Low Risk
22,89250,MORTGAGE,6.0,MEDICAL,D,7500,13.24,1,0.07,Y,2,0.084,12750.0,High (12-16%),40,Medium Risk
21,12000,RENT,0.0,PERSONAL,C,2200,13.48,1,0.18,N,4,0.183,12000.0,High (12-16%),22,Low Risk
23,57600,MORTGAGE,0.0,EDUCATION,B,1000,10.99,0,0.02,N,2,0.017,57600.0,Medium (8-12%),15,Low Risk
23,50000,MORTGAGE,6.0,VENTURE,B,17000,12.42,0,0.34,N,4,0.34,7143.0,High (12-16%),20,Low Risk
25,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.17,N,4,0.171,10000.0,Medium (8-12%),5,Low Risk
21,30000,RENT,1.0,VENTURE,C,6000,13.16,1,0.2,N,4,0.2,15000.0,High (12-16%),22,Low Risk
22,100000,MORTGAGE,3.0,EDUCATION,B,12000,11.11,0,0.12,N,4,0.12,25000.0,Medium (8-12%),10,Low Risk
22,33300,RENT,0.0,MEDICAL,B,13250,10.99,1,0.4,N,3,0.398,33300.0,Medium (8-12%),30,Low Risk
23,19200,OWN,4.0,HOMEIMPROVEMENT,A,6000,6.54,1,0.31,N,4,0.312,3840.0,Low (<8%),20,Low Risk
25,41000,RENT,3.0,PERSONAL,B,8000,10.99,0,0.2,N,2,0.195,10250.0,Medium (8-12%),10,Low Risk
24,55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.18,N,2,0.182,6111.0,Low (<8%),0,
24,35000,MORTGAGE,6.0,VENTURE,B,8575,10.65,0,0.24,N,3,0.245,5000.0,Medium (8-12%),13,Low Risk
21,62000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.1,N,4,0.097,20667.0,Low (<8%),5,Low Risk
23,54000,MORTGAGE,4.0,PERSONAL,B,5000,9.99,0,0.09,N,2,0.093,10800.0,Medium (8-12%),10,Low Risk
22,10800,RENT,4.0,MEDICAL,C,3600,12.23,1,0.33,Y,3,0.333,2160.0,High (12-16%),52,Medium Risk
23,70000,OWN,0.0,VENTURE,B,3600,10.59,0,0.05,N,4,0.051,70000.0,Medium (8-12%),15,Low Risk
23,100000,MORTGAGE,7.0,VENTURE,B,25000,11.71,0,0.25,N,4,0.25,12500.0,Medium (8-12%),13,Low Risk
21,13806,RENT,6.0,EDUCATION,C,4750,12.73,1,0.34,Y,2,0.344,1972.0,High (12-16%),47,Medium Risk
23,69743,MORTGAGE,7.0,VENTURE,D,1000,14.11,0,0.01,N,2,0.014,8718.0,High (12-16%),20,Low Risk
23,41000,RENT,7.0,EDUCATION,A,4700,7.9,0,0.11,N,4,0.115,5125.0,Low (<8%),0,
23,55000,MORTGAGE,5.0,MEDICAL,C,8000,13.85,0,0.15,Y,2,0.145,9167.0,High (12-16%),32,Medium Risk
25,140000,MORTGAGE,9.0,PERSONAL,B,35000,10.59,0,0.25,N,4,0.25,14000.0,Medium (8-12%),13,Low Risk
23,43000,MORTGAGE,1.0,EDUCATION,A,9000,9.63,0,0.21,N,2,0.209,21500.0,Medium (8-12%),18,Low Risk
22,31200,RENT,1.0,EDUCATION,B,3200,11.99,0,0.1,N,4,0.103,15600.0,Medium (8-12%),15,Low Risk
23,46852,RENT,3.0,EDUCATION,B,6800,10.65,1,0.15,N,4,0.145,11713.0,Medium (8-12%),10,Low Risk
23,72000,MORTGAGE,7.0,VENTURE,A,9000,6.76,0,0.13,N,2,0.125,9000.0,Low (<8%),0,
21,39900,RENT,3.0,EDUCATION,B,6000,11.49,0,0.15,N,2,0.15,9975.0,Medium (8-12%),10,Low Risk
26,59000,RENT,3.0,MEDICAL,D,12000,15.31,1,0.2,N,4,0.203,14750.0,High (12-16%),33,Medium Risk
22,67500,RENT,1.0,VENTURE,B,7500,9.76,0,0.11,N,3,0.111,33750.0,Medium (8-12%),15,Low Risk
21,23000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.3,N,4,0.304,7667.0,Medium (8-12%),20,Low Risk
24,30000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.2,N,3,0.2,4286.0,Low (<8%),0,
22,50000,MORTGAGE,6.0,VENTURE,B,10000,9.88,0,0.2,N,4,0.2,7143.0,Medium (8-12%),5,Low Risk
21,18000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.17,N,2,0.167,18000.0,Low (<8%),10,Low Risk
24,34900,RENT,3.0,VENTURE,B,5000,11.49,0,0.14,N,3,0.143,8725.0,Medium (8-12%),10,Low Risk
21,18000,RENT,1.0,VENTURE,A,3200,8.49,1,0.18,N,2,0.178,9000.0,Medium (8-12%),10,Low Risk
25,98000,OWN,0.0,HOMEIMPROVEMENT,A,2000,7.37,0,0.02,N,3,0.02,98000.0,Low (<8%),10,Low Risk
23,51996,RENT,7.0,PERSONAL,C,4000,13.98,0,0.08,Y,2,0.077,6500.0,High (12-16%),32,Medium Risk
26,100000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,8.32,0,0.07,N,3,0.075,12500.0,Medium (8-12%),0,
23,33000,RENT,5.0,VENTURE,D,4800,14.54,0,0.15,N,4,0.145,5500.0,High (12-16%),20,Low Risk
24,112000,MORTGAGE,8.0,PERSONAL,A,3500,5.42,0,0.03,N,4,0.031,12444.0,Low (<8%),0,
23,32000,RENT,0.0,EDUCATION,A,4000,7.68,0,0.13,N,3,0.125,32000.0,Low (<8%),10,Low Risk
26,67983,MORTGAGE,7.0,MEDICAL,D,15000,16.49,1,0.19,N,3,0.221,8498.0,Very High (>16%),28,Low Risk
23,20400,RENT,2.0,MEDICAL,A,1200,7.9,0,0.06,N,2,0.059,6800.0,Low (<8%),5,Low Risk
24,45792,RENT,3.0,PERSONAL,B,17000,10.38,1,0.37,N,3,0.371,11448.0,Medium (8-12%),25,Low Risk
25,56004,RENT,3.0,PERSONAL,C,7000,14.22,0,0.12,N,4,0.125,14001.0,High (12-16%),17,Low Risk
25,35000,OWN,9.0,VENTURE,C,4000,13.11,0,0.11,N,4,0.114,3500.0,High (12-16%),12,Low Risk
25,30000,RENT,6.0,MEDICAL,B,4000,9.76,0,0.13,N,3,0.133,4286.0,Medium (8-12%),5,Low Risk
23,92000,MORTGAGE,7.0,EDUCATION,C,18000,12.68,0,0.2,N,2,0.196,11500.0,High (12-16%),12,Low Risk
24,56100,RENT,4.0,MEDICAL,D,20000,14.74,1,0.3,Y,4,0.357,11220.0,High (12-16%),60,High Risk
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,0.294,14167.0,Medium (8-12%),13,Low Risk
23,69996,RENT,7.0,DEBTCONSOLIDATION,C,5600,13.11,0,0.08,N,4,0.08,8750.0,High (12-16%),12,Low Risk
23,37000,MORTGAGE,3.0,MEDICAL,D,3600,15.62,1,0.1,N,4,0.097,9250.0,High (12-16%),25,Low Risk
25,43000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.23,N,3,0.233,7167.0,Low (<8%),8,Low Risk
24,62000,MORTGAGE,7.0,PERSONAL,A,6200,7.49,0,0.1,N,2,0.1,7750.0,Low (<8%),0,
23,60000,RENT,2.0,VENTURE,A,9000,6.17,0,0.15,N,2,0.15,20000.0,Low (<8%),5,Low Risk
23,32000,RENT,0.0,MEDICAL,C,8500,13.16,0,0.27,Y,4,0.266,32000.0,High (12-16%),50,Medium Risk
24,42000,RENT,0.0,MEDICAL,A,12000,7.66,0,0.29,N,2,0.286,42000.0,Low (<8%),18,Low Risk
25,43200,OWN,9.0,VENTURE,B,13800,11.48,0,0.32,N,2,0.319,4320.0,Medium (8-12%),20,Low Risk
24,80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0,0.06,N,2,0.062,8889.0,High (12-16%),20,Low Risk
25,77000,MORTGAGE,1.0,DEBTCONSOLIDATION,F,7200,18.53,1,0.09,N,2,0.094,38500.0,Very High (>16%),42,Medium Risk
24,62500,MORTGAGE,2.0,EDUCATION,A,6000,5.79,0,0.1,N,3,0.096,20833.0,Low (<8%),5,Low Risk
25,63600,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7000,11.49,1,0.11,N,4,0.11,6360.0,Medium (8-12%),5,Low Risk
22,19200,MORTGAGE,3.0,EDUCATION,D,5000,15.33,1,0.26,Y,2,0.26,4800.0,High (12-16%),53,Medium Risk
22,89000,MORTGAGE,6.0,VENTURE,C,16000,13.22,0,0.18,N,2,0.18,12714.0,High (12-16%),12,Low Risk
24,80000,MORTGAGE,6.0,EDUCATION,A,16000,7.88,0,0.2,N,3,0.2,11429.0,Low (<8%),0,
24,59000,MORTGAGE,3.0,EDUCATION,C,6800,12.53,1,0.12,N,2,0.115,14750.0,High (12-16%),17,Low Risk
25,34000,RENT,0.0,EDUCATION,C,10000,13.79,1,0.29,Y,2,0.294,34000.0,High (12-16%),50,Medium Risk
22,50000,OWN,3.0,VENTURE,A,6000,8.94,0,0.12,N,4,0.12,12500.0,Medium (8-12%),5,Low Risk
24,30000,RENT,0.0,PERSONAL,E,10000,19.29,1,0.33,N,3,0.333,30000.0,Very High (>16%),53,Medium Risk
24,46000,RENT,0.0,PERSONAL,D,5975,14.46,1,0.13,Y,4,0.13,46000.0,High (12-16%),50,Medium Risk
25,80000,RENT,0.0,VENTURE,B,16000,9.88,0,0.2,N,2,0.2,80000.0,Medium (8-12%),15,Low Risk
24,89772,RENT,8.0,DEBTCONSOLIDATION,C,6000,13.92,0,0.07,Y,3,0.067,9975.0,High (12-16%),32,Medium Risk
25,33000,MORTGAGE,9.0,VENTURE,B,3000,11.99,0,0.09,N,3,0.091,3300.0,Medium (8-12%),5,Low Risk
21,20000,RENT,0.0,MEDICAL,A,2000,7.49,0,0.1,N,3,0.1,20000.0,Low (<8%),10,Low Risk
23,54000,RENT,7.0,EDUCATION,B,1500,9.62,0,0.03,N,4,0.028,6750.0,Medium (8-12%),5,Low Risk
22,30000,RENT,4.0,MEDICAL,C,6500,13.85,0,0.22,N,3,0.217,6000.0,High (12-16%),25,Low Risk
24,70000,RENT,4.0,VENTURE,C,14400,12.68,0,0.21,N,4,0.206,14000.0,High (12-16%),25,Low Risk
23,96000,RENT,7.0,EDUCATION,B,10000,10.65,0,0.1,N,3,0.104,12000.0,Medium (8-12%),5,Low Risk
22,39000,MORTGAGE,6.0,EDUCATION,A,7000,8.94,1,0.18,N,3,0.179,5571.0,Medium (8-12%),0,
26,105000,MORTGAGE,11.0,MEDICAL,A,5000,8.49,0,0.05,N,4,0.048,8750.0,Medium (8-12%),0,
22,56000,RENT,6.0,EDUCATION,E,18250,16.7,1,0.33,N,3,0.326,8000.0,Very High (>16%),43,Medium Risk
23,100000,RENT,4.0,EDUCATION,B,4150,10.65,0,0.04,N,4,0.042,20000.0,Medium (8-12%),10,Low Risk
22,48000,RENT,0.0,EDUCATION,A,1000,7.29,0,0.02,N,4,0.021,48000.0,Low (<8%),10,Low Risk
21,35000,RENT,6.0,VENTURE,A,10000,7.66,0,0.29,N,3,0.286,5000.0,Low (<8%),8,Low Risk
21,39900,RENT,0.0,EDUCATION,A,12000,7.9,0,0.3,N,4,0.301,39900.0,Low (<8%),25,Low Risk
22,19008,OWN,4.0,VENTURE,A,12000,5.42,1,0.63,N,2,0.631,3802.0,Low (<8%),30,Low Risk
25,30000,RENT,2.0,MEDICAL,B,2000,10.38,0,0.07,N,3,0.067,10000.0,Medium (8-12%),10,Low Risk
25,96000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.99,0,0.13,N,3,0.125,24000.0,Medium (8-12%),10,Low Risk
25,101424,RENT,6.0,PERSONAL,A,2000,7.29,0,0.02,N,3,0.02,14489.0,Low (<8%),0,
26,26400,MORTGAGE,10.0,DEBTCONSOLIDATION,C,8500,13.23,0,0.32,N,4,0.322,2400.0,High (12-16%),27,Low Risk
24,29200,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2500,6.76,0,0.09,N,2,0.086,4171.0,Low (<8%),0,
25,44000,RENT,2.0,PERSONAL,D,10000,15.65,1,0.23,N,2,0.227,14667.0,High (12-16%),33,Medium Risk
25,45000,RENT,2.0,EDUCATION,A,11250,9.38,0,0.25,N,4,0.25,15000.0,Medium (8-12%),13,Low Risk
24,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,E,20000,16.7,1,0.36,Y,4,0.357,6222.0,Very High (>16%),63,High Risk
22,33000,RENT,1.0,EDUCATION,B,5000,10.25,0,0.15,N,2,0.152,16500.0,Medium (8-12%),15,Low Risk
24,70000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,25000,9.62,0,0.36,N,4,0.357,7778.0,Medium (8-12%),20,Low Risk
23,68000,MORTGAGE,5.0,MEDICAL,B,11500,9.99,0,0.17,N,2,0.169,11333.0,Medium (8-12%),5,Low Risk
22,37200,RENT,2.0,EDUCATION,A,10000,6.92,0,0.27,N,2,0.269,12400.0,Low (<8%),13,Low Risk
22,25200,RENT,7.0,DEBTCONSOLIDATION,D,7500,14.96,1,0.3,N,3,0.298,3150.0,High (12-16%),28,Low Risk
24,62400,RENT,8.0,EDUCATION,B,15000,9.45,0,0.24,N,2,0.24,6933.0,Medium (8-12%),13,Low Risk
26,40000,RENT,11.0,PERSONAL,B,5000,9.91,0,0.13,N,3,0.125,3333.0,Medium (8-12%),5,Low Risk
25,80004,RENT,9.0,VENTURE,C,20000,14.26,0,0.25,N,2,0.25,8000.0,High (12-16%),20,Low Risk
23,55000,RENT,7.0,MEDICAL,B,4200,9.91,0,0.08,N,4,0.076,6875.0,Medium (8-12%),5,Low Risk
25,100000,RENT,2.0,HOMEIMPROVEMENT,D,21000,16.49,1,0.21,Y,3,0.21,33333.0,Very High (>16%),53,Medium Risk
22,50004,RENT,2.0,EDUCATION,A,4000,6.92,0,0.08,N,4,0.08,16668.0,Low (<8%),5,Low Risk
21,38400,RENT,5.0,EDUCATION,B,5000,10.59,0,0.13,N,3,0.13,6400.0,Medium (8-12%),5,Low Risk
24,61400,RENT,1.0,DEBTCONSOLIDATION,C,12250,12.23,0,0.2,Y,2,0.2,30700.0,High (12-16%),42,Medium Risk
23,53664,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.28,N,2,0.28,6708.0,Medium (8-12%),13,Low Risk
22,62000,RENT,0.0,MEDICAL,C,8400,13.47,0,0.14,N,3,0.135,62000.0,High (12-16%),22,Low Risk
22,35325,RENT,2.0,EDUCATION,D,6500,15.95,1,0.18,N,3,0.184,11775.0,High (12-16%),25,Low Risk
23,50000,RENT,5.0,EDUCATION,B,10000,9.63,0,0.2,N,3,0.2,8333.0,Medium (8-12%),5,Low Risk
25,45600,MORTGAGE,7.0,EDUCATION,C,13000,12.99,0,0.29,N,2,0.285,5700.0,High (12-16%),20,Low Risk
21,47500,RENT,2.0,EDUCATION,B,7500,10.99,0,0.16,N,3,0.158,15833.0,Medium (8-12%),10,Low Risk
23,58000,RENT,4.0,EDUCATION,B,8000,10.37,0,0.14,N,2,0.138,11600.0,Medium (8-12%),10,Low Risk
22,60000,MORTGAGE,6.0,MEDICAL,A,7000,7.14,0,0.12,N,3,0.117,8571.0,Low (<8%),0,
22,41604,OWN,1.0,EDUCATION,B,14400,10.99,0,0.35,N,4,0.346,20802.0,Medium (8-12%),30,Low Risk
23,75000,RENT,0.0,VENTURE,B,10000,11.49,0,0.13,N,4,0.133,75000.0,Medium (8-12%),15,Low Risk
26,62500,RENT,7.0,MEDICAL,C,12000,12.23,0,0.19,Y,4,0.192,7812.0,High (12-16%),32,Medium Risk
22,33685,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.85,0,0.15,N,3,0.148,4812.0,High (12-16%),12,Low Risk
23,78000,RENT,7.0,MEDICAL,B,20000,10.99,0,0.26,N,4,0.256,9750.0,Medium (8-12%),13,Low Risk
21,98000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.06,N,4,0.061,16333.0,Medium (8-12%),5,Low Risk
23,85596,MORTGAGE,5.0,VENTURE,B,6000,10.0,0,0.07,N,2,0.07,14266.0,Medium (8-12%),5,Low Risk
24,45000,RENT,1.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.27,N,3,0.267,22500.0,Medium (8-12%),23,Low Risk
23,33359,RENT,2.0,MEDICAL,A,9000,7.49,1,0.27,N,4,0.27,11120.0,Low (<8%),13,Low Risk
26,55000,RENT,1.0,DEBTCONSOLIDATION,A,3200,8.49,0,0.06,N,2,0.058,27500.0,Medium (8-12%),10,Low Risk
23,27996,RENT,3.0,VENTURE,C,5500,12.53,0,0.2,N,2,0.196,6999.0,High (12-16%),17,Low Risk
23,18000,RENT,5.0,DEBTCONSOLIDATION,B,4000,10.99,1,0.22,N,3,0.222,3000.0,Medium (8-12%),13,Low Risk
22,61000,RENT,3.0,MEDICAL,B,5000,9.99,0,0.08,N,2,0.082,15250.0,Medium (8-12%),10,Low Risk
22,95000,MORTGAGE,1.0,VENTURE,C,7200,12.23,0,0.08,Y,4,0.076,47500.0,High (12-16%),42,Medium Risk
25,69996,RENT,9.0,EDUCATION,D,25000,15.21,1,0.36,N,4,0.357,7000.0,High (12-16%),35,Medium Risk
26,27983,MORTGAGE,7.0,VENTURE,A,6000,7.88,0,0.21,N,3,0.214,3498.0,Low (<8%),8,Low Risk
23,85500,RENT,1.0,DEBTCONSOLIDATION,C,17000,13.11,0,0.2,Y,3,0.199,42750.0,High (12-16%),42,Medium Risk
26,44400,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6500,14.35,0,0.15,N,3,0.146,8880.0,High (12-16%),17,Low Risk
22,58000,OTHER,3.0,VENTURE,C,15000,13.79,0,0.26,Y,2,0.259,14500.0,High (12-16%),45,Medium Risk
22,45000,RENT,4.0,DEBTCONSOLIDATION,A,5400,7.29,0,0.12,N,2,0.12,9000.0,Low (<8%),5,Low Risk
23,43500,RENT,0.0,PERSONAL,C,10450,13.57,0,0.24,N,3,0.24,43500.0,High (12-16%),30,Low Risk
26,102000,MORTGAGE,3.0,EDUCATION,B,20000,11.36,0,0.2,N,4,0.196,25500.0,Medium (8-12%),10,Low Risk
22,74000,MORTGAGE,6.0,MEDICAL,A,2500,6.62,0,0.03,N,3,0.034,10571.0,Low (<8%),0,
24,23000,RENT,4.0,VENTURE,A,5500,6.54,0,0.24,N,3,0.239,4600.0,Low (<8%),13,Low Risk
23,49000,MORTGAGE,7.0,EDUCATION,C,4000,13.99,0,0.08,N,3,0.082,6125.0,High (12-16%),12,Low Risk
23,50000,MORTGAGE,3.0,PERSONAL,B,10000,10.99,0,0.2,N,3,0.2,12500.0,Medium (8-12%),10,Low Risk
26,85000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,15000,12.73,0,0.18,N,3,0.176,42500.0,High (12-16%),22,Low Risk
22,48000,RENT,1.0,EDUCATION,B,7200,9.62,0,0.15,N,3,0.15,24000.0,Medium (8-12%),15,Low Risk
23,57355,MORTGAGE,5.0,MEDICAL,C,25000,13.49,1,0.37,N,3,0.436,9559.0,High (12-16%),27,Low Risk
24,30996,RENT,7.0,VENTURE,E,7000,16.63,0,0.23,Y,2,0.226,3874.0,Very High (>16%),56,High Risk
21,22200,RENT,2.0,DEBTCONSOLIDATION,D,2500,16.29,1,0.11,Y,2,0.113,7400.0,Very High (>16%),45,Medium Risk
24,25000,RENT,0.0,EDUCATION,A,4400,6.76,0,0.18,N,2,0.176,25000.0,Low (<8%),10,Low Risk
22,22596,RENT,4.0,DEBTCONSOLIDATION,B,7500,9.76,1,0.33,N,3,0.332,4519.0,Medium (8-12%),25,Low Risk
22,33300,MORTGAGE,5.0,DEBTCONSOLIDATION,D,5325,14.59,1,0.16,N,4,0.16,5550.0,High (12-16%),20,Low Risk
24,30000,RENT,6.0,PERSONAL,E,7750,16.82,0,0.26,N,4,0.258,4286.0,Very High (>16%),36,Medium Risk
25,35000,RENT,4.0,VENTURE,A,4000,7.51,0,0.11,N,4,0.114,7000.0,Low (<8%),5,Low Risk
22,127500,MORTGAGE,2.0,MEDICAL,A,15000,7.49,0,0.12,N,4,0.118,42500.0,Low (<8%),5,Low Risk
24,18000,RENT,5.0,EDUCATION,C,3000,15.27,1,0.17,N,2,0.167,3000.0,High (12-16%),12,Low Risk
23,45000,RENT,7.0,EDUCATION,B,6000,11.49,0,0.13,N,3,0.133,5625.0,Medium (8-12%),5,Low Risk
24,65000,MORTGAGE,5.0,PERSONAL,B,9600,11.99,0,0.15,N,3,0.148,10833.0,Medium (8-12%),5,Low Risk
26,69000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6200,15.99,1,0.09,Y,3,0.09,6273.0,High (12-16%),40,Medium Risk
26,46000,RENT,4.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.2,N,3,0.196,9200.0,Low (<8%),5,Low Risk
24,48000,MORTGAGE,4.0,VENTURE,A,5000,5.99,0,0.1,N,4,0.104,9600.0,Low (<8%),5,Low Risk
22,13200,RENT,0.0,HOMEIMPROVEMENT,B,2500,9.91,1,0.19,N,3,0.189,13200.0,Medium (8-12%),15,Low Risk
25,49000,MORTGAGE,9.0,PERSONAL,A,7000,6.99,0,0.14,N,3,0.143,4900.0,Low (<8%),0,
22,60000,RENT,0.0,VENTURE,A,5500,7.88,0,0.09,N,3,0.092,60000.0,Low (<8%),10,Low Risk
22,26400,RENT,1.0,PERSONAL,C,3500,15.27,0,0.13,N,3,0.133,13200.0,High (12-16%),22,Low Risk
24,42000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,8.59,0,0.17,N,3,0.167,14000.0,Medium (8-12%),5,Low Risk
22,50000,RENT,4.0,EDUCATION,A,10000,9.32,0,0.2,N,3,0.2,10000.0,Medium (8-12%),5,Low Risk
25,34000,MORTGAGE,2.0,MEDICAL,C,15450,11.22,1,0.45,Y,4,0.454,11333.0,Medium (8-12%),52,Medium Risk
24,80000,MORTGAGE,0.0,PERSONAL,A,6000,8.59,0,0.07,N,2,0.075,80000.0,Medium (8-12%),10,Low Risk
24,55782,RENT,3.0,HOMEIMPROVEMENT,A,17000,7.51,0,0.3,N,2,0.305,13946.0,Low (<8%),20,Low Risk
26,65935,RENT,1.0,EDUCATION,D,24250,14.96,1,0.37,N,4,0.368,32968.0,High (12-16%),45,Medium Risk
23,82000,RENT,2.0,DEBTCONSOLIDATION,B,20900,12.69,0,0.25,N,2,0.255,27333.0,High (12-16%),18,Low Risk
25,46800,RENT,5.0,EDUCATION,C,12000,13.11,1,0.26,N,4,0.256,7800.0,High (12-16%),20,Low Risk
